"CAS","Name","study_pk","route","study_duration","reliability","dummy","Jahr","adrenal.gland","Adrenal.gland_Weight.increased","bladder","body.weight","Body.weight.decreased","body.weight.gain.decreased","bone","bone.marrow","brain","ClinChem_Hepatotox","ClinChem_Nephrotox","CNS","female.reproductive.organ","haematology","haematopoiesis","heart","intestine","kidney","Kidney_degeneration","Kidney_Inflammation.Regeneration","Kidney_rat_specific_nephropathy","kidney_weight_increased","liver","Liver_Degeneration","Liver_hypertrophy","liver_inflammation..regeneration","Liver_weight_increased","male.accessory.gland","male.reproductive.organ","male.reproductive.organ_degeneration","RBC","RBC_Erythrocytes","RBC_haematocrit","RBC_Haemoglobin","spleen","thymus","thyroid.gland","WBC","WBC_leucocytes","WBC_lymphocytes"
98061109,"98-06-1109",802,"gavage",90,"A",,,,1,,,1,1,,,,1,1,1,,1,,1,1,1,,,,1,,1,,,1,,,,1,,,1,1,,,1,1,
98061116,"98-06-1116",803,"gavage",28,"A",,1995,,,,,2,2,,,,1,,,,2,,2,,,,,,1,,,2,,1,,,,,,,,1,,,2,2,
98061117,"98-06-1117",804,"gavage",28,"A",,1995,,,,,1,,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,,1,,,,,1,
98061122,"98-06-1122",807,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
98061136,"98-06-1136",808,"gavage",28,"A",,1995,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98061139,"98-06-1139",809,"feed",90,"A",,1998,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
98061146,"98-06-1146",810,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,,,2,,,2,,,1,2,,
98061147,"98-06-1147",811,"feed",90,"A",,1998,,,,,,1,,,2,,,,2,,,2,,,2,,,,,,,,,2,,,,,,,,,2,,,
98070139,"98-07-0139",815,"gavage",28,"A",,1981,,,,,,,,,,,2,,,1,,,,,,,,,,,2,,2,,,,,,,,,,,,,
98070141,"98-07-0141",817,"gavage",28,"A",,,,,,,,2,,,,,1,1,,,,,,2,2,2,,,,,,,,,,,2,,,2,,,,2,,
98070144,"98-07-0144",818,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,2,,,,2,,,2,,2,,,,,,,,,,,,,
98070146,"98-07-0146",820,"gavage",28,"A",,1981,,,,,,,,,,,,1,,2,,,,1,1,1,,,,,2,,1,,,,,,,,,,,1,1,
98070153,"98-07-0153",821,"gavage",28,"A",,1981,,,,,1,,,,,,,,1,,,,,1,1,,,1,,,,1,1,,,,,,,,1,,,1,,
98070159,"98-07-0159",823,"gavage",28,"A",,1981,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98140020,"98-14-0020",825,"gavage",28,"A",,1981,,,,1,,,,,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,,,2,,
99010562,"99-01-0562",893,"gavage",28,"A",,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,1,,,,2,,,2,2,2,,,,
99010564,"99-01-0564",894,"oral unspecified",28,"A",,1981,,,,,,,,,,,,2,1,2,,,,,,,,,,,2,,2,,,,,,,,,,,,,
99010583,"99-01-0583",898,"feed",28,"B",,1981,,,,,1,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,
99010585,"99-01-0585",899,"gavage",28,"B",,1981,2,1,,,,,,,,,,,,2,,,1,,1,,,,,,2,,1,,,,,,,,,,,1,1,
99030434,"99-03-0434",830,"oral unspecified",28,"A",,1981,,2,,,2,2,,,,,,2,,1,2,,,,,,,,,,1,,2,,,,1,,,1,2,,,,1,
99030436,"99-03-0436",831,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,1,,,,,,,,2,2,,,,,,,,,,,2,,
99030453,"99-03-0453",838,"feed",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
99041123,"99-04-1123",202,"gavage",28,"A",,,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,,2,,,,,,,,,,,1,1,
99041130,"99-04-1130",229,"gavage",28,"A",,,,,,,1,1,,,,1,,1,,2,2,,,2,,,,,,1,,1,1,,,,1,,,1,1,,2,1,1,
99041135,"99-04-1135",204,"gavage",28,"A",,,,,,,2,2,,,1,,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,2,,,2,
99041139,"99-04-1139",267,"gavage",28,"A",,1995,,,,2,,,,,,,,2,,,,,,,,2,,2,,,,,2,,,,,,,,,,,1,,
99041141,"99-04-1141",392,"gavage",28,"A",,,1,,,,,,,1,,,1,1,1,1,,,,,,,,1,,,,,1,,,,1,1,,1,1,,,1,1,
99041142,"99-04-1142",75,"gavage",28,"A",,,,,,,1,,,,,1,1,1,,1,,,,,,,,1,,,,,1,,,,2,,,2,,,,2,1,
99041142,"99-04-1142",76,"feed",28,"A",,,,,,,2,2,,,,,,,,2,,,,1,,,,,2,,1,1,,,,,,,,2,,,,2,,
97060954,"97-06-0954",748,"oral unspecified",28,"A",,1981,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,
97060977,"97-06-0977",753,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
97061005,"97-06-1005",761,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
97061009,"97-06-1009",763,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,2,,,,,,,,,2,,1,,
97061017,"97-06-1017",766,"gavage",28,"A",,1995,,,,,,,,,,,,1,,,,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,,
97061024,"97-06-1024",767,"gavage",28,"A",,1995,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,
97061026,"97-06-1026",768,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,2,,,,,,,,,,,1,,
97070116,"97-07-0116",772,"gavage",28,"A",,1981,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
97110143,"97-11-0143",775,"gavage",28,"A",,,,,,,2,2,,2,,,2,2,2,2,,2,,,,2,,,,,,,,,,2,,,,,2,2,,2,2,
98010528,"98-01-0528",889,"feed",28,"A",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,
98010543,"98-01-0543",890,"gavage",28,"A",,1981,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98030421,"98-03-0421",780,"gavage",28,"A",,1995,,,,,1,,,,,,,,,,,,,,,,,2,,,,,2,,,,2,,2,2,2,,,,,
98030427,"98-03-0427",782,"gavage",28,"A",,1995,,,,,1,1,,,,,,,1,1,,,,,,,,,,,1,,1,1,1,1,1,,,1,1,,,,,
98030429,"98-03-0429",784,"gavage",28,"A",,1995,,,,,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
98041024,"98-04-1024",287,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,
98041025,"98-04-1025",195,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,
98041029,"98-04-1029",196,"gavage",28,"A",,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,2,,,,,,,,,,,,2,
99041142,"99-04-1142",77,"inhalation",90,"A",,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99041144,"99-04-1144",43,"gavage",90,"B",,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,,
99041176,"99-04-1176",253,"gavage",28,"A",,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,
99041185,"99-04-1185",44,"gavage",28,"A",,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99041196,"99-04-1196",370,"gavage",28,"A",,,,,,,,,,,1,1,1,,,,,,,,,,,1,2,,,,,,,,2,,,,1,,,,,
99041202,"99-04-1202",225,"feed",28,"A",,,,,1,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,2,,,,1,,
99041203,"99-04-1203",207,"gavage",28,"A",,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,2,,,,
99041207,"99-04-1207",175,"gavage",28,"A",,1995,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,
99041211,"99-04-1211",171,"feed",90,"A",,1998,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,1,,,
99041214,"99-04-1214",378,"feed",28,"A",,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99050348,"99-05-0348",844,"gavage",28,"A",,1981,,,,,2,,,,,2,,,,1,,,,1,1,1,,2,,,,,1,,,,1,,,,,,,1,,
99050350,"99-05-0350",606,"oral unspecified",28,"A",,1995,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,
99061219,"99-06-1219",601,"gavage",28,"A",,1995,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,
99061267,"99-06-1267",596,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,,2,2,,
99061281,"99-06-1281",591,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
99061289,"99-06-1289",588,"gavage",28,"A",,1995,,,,,1,,,,,,1,1,,1,,1,,1,,,,1,,,1,,1,,,,,,,,1,,,,1,
99061306,"99-06-1306",584,"gavage",28,"A",,1995,,,,2,,2,,,,,2,,,1,,,,,,2,2,2,,,,,,,,,,,,,,,,1,,
99061316,"99-06-1316",583,"gavage",28,"A",,1995,,,,,,2,,,,,1,1,,2,,,,1,,,,1,2,,,,2,,2,,,,,,2,,,2,2,
99070170,"99-07-0170",582,"gavage",28,"A",,1995,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,1,,,,1,,
99070178,"99-07-0178",580,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
99070181,"99-07-0181",578,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,,,,1,1,,1,1,,,1,,
99070183,"99-07-0183",577,"gavage",28,"A",,1995,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99070184,"99-07-0184",576,"gavage",28,"A",,1995,,,,,,2,,,,,2,1,,1,,,,,,,,2,,,2,,,,,,,,,,,,,,1,
99080084,"99-08-0084",574,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,
99110167,"99-11-0167",573,"oral unspecified",28,"A",,1981,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99110170,"99-11-0170",572,"oral unspecified",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,,
10622,"00-01-0622",607,"gavage",28,"B",,1981,,,,,,2,,,,,,,,,,,,1,,,,2,,,1,,1,,,,2,,,2,,,,,,
20265,"00-02-0265",435,"gavage",28,"A",,1995,1,,,,1,1,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,2,2,,2,,
20277,"00-02-0277",437,"gavage",28,"A",,1981,,,,2,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
20300,"00-02-0300",440,"feed",90,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,1,,,,1,,
41216,"00-04-1216",323,"gavage",28,"A",,1995,,,,,1,,,,1,,1,1,1,1,,,,,,,,1,,,,1,1,,1,1,,,,1,2,,,1,2,
41216,"00-04-1216",325,"gavage",91,"A",,1998,1,,,,,,,,,,1,1,1,1,,,,,,,,1,,,,,1,,,1,1,,,1,,,,1,1,
41218,"00-04-1218",231,"gavage",28,"A",,1995,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41231,"00-04-1231",261,"gavage",28,"A",,1995,,,,,2,,,,,1,2,2,,2,,,,,,,,2,,,,,2,,,,2,,,2,,,,,,
41234,"00-04-1234",388,"gavage",28,"A",,1981,,,,,,,,,,,1,1,,2,,,,,,,,1,1,1,1,,1,,,,,,,,,,,1,1,
41234,"00-04-1234",389,"feed",90,"A",,1981,,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,
41245,"00-04-1245",2,"gavage",28,"A",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41268,"00-04-1268",3,"gavage",28,"A",,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,
41271,"00-04-1271",260,"gavage",28,"A",,1981,,,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
41292,"00-04-1292",4,"gavage",28,"A",,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41292,"00-04-1292",5,"gavage",28,"",,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50361,"00-05-0361",447,"oral unspecified",90,"A",,1981,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50365,"00-05-0365",449,"feed",90,"A",,1981,,,,,2,,,2,,,,,,,2,,,,,,,,2,2,2,,2,,,,2,2,,2,2,,,,,
50378,"00-05-0378",451,"gavage",28,"A",,1981,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2,,
61336,"00-06-1336",457,"gavage",28,"A",,1995,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61342,"00-06-1342",458,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
61343,"00-06-1343",459,"gavage",28,"A",,1995,,,,,1,2,,,,1,1,2,2,1,,,1,1,,1,,,2,,1,,,1,,1,2,,,2,2,1,,1,1,
61345,"00-06-1345",460,"oral unspecified",28,"A",,1995,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,2,,,,1,,
61346,"00-06-1346",461,"gavage",28,"A",,1995,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
61350,"00-06-1350",462,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
61367,"00-06-1367",464,"gavage",28,"A",,1995,,,,,2,1,,1,,2,,2,2,,,,2,1,1,,,2,,,,1,1,2,,2,1,,,1,2,1,,1,,
61377,"00-06-1377",465,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,
61378,"00-06-1378",466,"gavage",28,"A",,1995,,,,,,,,,,,,1,,,,,,2,,,,2,,,2,,2,,,,,,,,,,2,,,
61390,"00-06-1390",467,"gavage",28,"A",,1995,,,,,,,,,,,,2,,1,,,,,,2,,1,,1,,2,2,,,,2,2,,2,2,,,2,2,
61402,"00-06-1402",469,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61410,"00-06-1410",471,"gavage",28,"A",,1995,,,,,,,,,,,,2,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,
61417,"00-06-1417",473,"gavage",28,"A",,1995,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
61429,"00-06-1429",476,"gavage",28,"A",,1995,,,,,,2,,,,2,,2,,,,,,,,,,1,2,2,2,,2,,,,,,,,,,,,,
61439,"00-06-1439",478,"gavage",28,"A",,1995,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
61445,"00-06-1445",481,"gavage",28,"A",,1995,,,,,,2,,2,,,,2,,2,,,,,,,,,,,,,2,,,2,2,,,,2,2,,2,2,
70191,"00-07-0191",482,"oral unspecified",28,"A",,,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,,,,,,,,,2,,,2,,
70193,"00-07-0193",483,"oral unspecified",28,"A",,1981,,,,,,,,,,,,,,,,,,,,2,,2,,,1,,2,,,,,,,,1,2,,2,,
70206,"00-07-0206",484,"gavage",28,"A",,1981,,,,,,,,,,,2,2,,,,,2,,2,,,,1,1,2,2,1,,,,,,,,,,,2,,
1020303,"01-02-0303",491,"gavage",28,"A",,1995,1,1,,,,1,,1,,,,1,1,,1,,1,,,,,1,,,,,1,1,,,,,,,1,1,,1,,
1020317,"01-02-0317",494,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030485,"01-03-0485",495,"gavage",28,"A",,1981,,,,,1,,,,,,,1,,,2,,,,,,,,2,1,2,,,,,,1,,,1,,,,,,
1041372,"01-04-1372",268,"gavage",28,"A",,,,2,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,2,2,2,2,,,,,,
1041383,"01-04-1383",269,"gavage",28,"A",,1995,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,
1041408,"01-04-1408",15,"gavage",28,"",,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,,
1041414,"01-04-1414",282,"gavage",28,"A",,1995,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1041420,"01-04-1420",294,"gavage",28,"A",,1995,,,,,,,,,2,,,,1,2,,,,2,,,,,,,,,2,,1,,2,,,,,,,,,
1041422,"01-04-1422",273,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,2,,,,,,,2,,
1050400,"01-05-0400",496,"gavage",28,"A",,1995,,,,,,1,,,,,1,,,,,,1,2,1,,,1,,,,,,,,,,,,,,,,,,
1050405,"01-05-0405",500,"gavage",28,"A",,1981,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,
1061448,"01-06-1448",499,"gavage",28,"A",,1995,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061487,"01-06-1487",503,"gavage",28,"A",,1995,,,,,,,,,,,,,1,1,,,,1,,,,,1,1,1,,1,,,1,1,1,,1,1,1,2,1,1,
1061519,"01-06-1519",504,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,
1061522,"01-06-1522",505,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1061532,"01-06-1532",506,"oral unspecified",28,"A",,1995,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1070210,"01-07-0210",567,"gavage",28,"A",,1981,,,,,,,,,,,2,,,1,,,,,2,,,,,,2,,2,,,,,,,,2,,,1,1,
1140044,"01-14-0044",608,"gavage",28,"B",,1995,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,
2020331,"02-02-0331",514,"gavage",28,"A",,1995,,,,,,,,,,,,2,2,,,,,1,,,,1,,,1,1,1,2,,,,,,,,2,2,1,,
2041434,"02-04-1434",295,"gavage",28,"A",,1995,,1,,,1,2,,,,,,2,1,,,,1,,,,,,,,2,,1,,,,,,,,2,1,,2,,
2041445,"02-04-1445",416,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,
2041445,"02-04-1445",417,"gavage",90,"A",,1998,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,,,,,1,,,1,,
2041451,"02-04-1451",281,"gavage",28,"A",,1995,2,,,,2,2,,,,,2,,,1,2,,,2,2,2,,2,2,1,,1,2,,,,1,,,1,1,2,,1,2,
2041453,"02-04-1453",57,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2041459,"02-04-1459",283,"gavage",90,"A",,1981,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2041484,"02-04-1484",285,"gavage",28,"A",,1995,,,,,,,,,,,,,,2,,,,,,,,2,,,,,2,,,,,,,,,,,,2,
2041488,"02-04-1488",317,"gavage",28,"A",,1995,,,,,,,,,,,2,2,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,2,,
2041529,"02-04-1529",292,"gavage",28,"A",,1995,,,,,,,,,,,,,2,,,,,1,,,,,,,,,2,,,,,,,,,,,,,
2041554,"02-04-1554",159,"drinking water",90,"A",,1998,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,
2061556,"02-06-1556",518,"gavage",28,"A",,1995,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070231,"02-07-0231",610,"gavage",28,"A",,1995,,,,,,,,,,,,2,,2,,,,,,,,2,,,,,2,,,,,,,,,,,,,
2120113,"02-12-0113",612,"gavage",28,"A",,1995,,1,,,1,,,,,,1,1,,1,,,,,,,,1,,,,,1,,,,1,,,,,,,1,1,
3041559,"03-04-1559",299,"gavage",28,"A",,1995,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,
3041564,"03-04-1564",23,"gavage",28,"A",,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
3041610,"03-04-1610",423,"gavage",28,"A",,,,,,,,,,,,,2,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,2,2,
3041639,"03-04-1639",313,"gavage",28,"A",,1995,2,2,2,,2,2,,2,,1,2,2,2,2,2,2,,,2,2,,2,2,2,,,2,2,,,2,,,2,2,2,,2,2,
3041646,"03-04-1646",415,"gavage",28,"A",,1995,,,,,,2,,,,,,,2,2,,,,2,,,,,,,,,,,,,2,2,,2,1,2,,,2,
3041664,"03-04-1664",30,"gavage",28,"",,,,,,1,,,,,,2,,1,,1,,,,,,1,,2,,,1,,2,,,,,,,,,,,1,,
3041664,"03-04-1664",31,"gavage",90,"A",,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,2,1,,2,,1,,,1,
3041669,"03-04-1669",308,"gavage",28,"A",,1995,,,,,,2,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,2,2,,2,2,
85040025,"85-04-0025",153,"feed",28,"A",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
86040039,"86-04-0039",150,"gavage",28,"A",,,,,,,,2,,,,,2,,,,,,,1,,,,2,,,,,2,,,,,,,,,,,,,
87040056,"87-04-0056",60,"gavage",28,"A",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87040058,"87-04-0058",63,"gavage",28,"B",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,
87040059,"87-04-0059",112,"feed",28,"B",,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
87040066,"87-04-0066",61,"gavage",28,"A",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87040079,"87-04-0079",332,"gavage",28,"A",,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87060093,"87-06-0093",523,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
88040119,"88-04-0119",89,"feed",84,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
88040122,"88-04-0122",90,"gavage",28,"A",,,,1,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
88040142,"88-04-0142",385,"feed",28,"A",,1981,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,2,,,,2,,,,,,,,2,
88040148,"88-04-0148",334,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,1,,,,,,,,,,,,,
89040173,"89-04-0173",95,"gavage",28,"B",,,,,,,2,,,,,1,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,
89040186,"89-04-0186",336,"gavage",28,"A",,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
89040217,"89-04-0217",99,"gavage",28,"B",,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
89040218,"89-04-0218",250,"feed",28,"A",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
89040218,"89-04-0218",251,"feed",90,"A",,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,1,,1,1,1,,,1,,,,,,
89060179,"89-06-0179",509,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,2,,,,,,,,,,,,,
89060179,"89-06-0179",510,"feed",90,"A",,,,,,,,1,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,
90010136,"90-01-0136",881,"gavage",28,"A",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,
90040235,"90-04-0235",399,"gavage",28,"A",,1981,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
90040238,"90-04-0238",405,"gavage",28,"A",,,,,,,2,,,,,,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,
90040242,"90-04-0242",406,"gavage",90,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
90040256,"90-04-0256",349,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
90040264,"90-04-0264",101,"inhalation",28,"B",,,,,,,2,2,,,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,2,2,2,,2,2,
90040264,"90-04-0264",102,"inhalation",90,"B",,,1,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
90040268,"90-04-0268",104,"gavage",28,"B",,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90040293,"90-04-0293",137,"gavage",28,"A",,,,,,,,,,,,,1,,,1,,,,,,,,1,1,,,,1,,,,1,,,,,,2,,1,
90040293,"90-04-0293",139,"feed",90,"A",,,,,,,,,1,,,1,,,,1,,,,1,1,,,1,2,1,1,1,1,,,,1,,,1,,,1,1,1,
90040293,"90-04-0293",141,"inhalation",90,"A",,,,,,,,,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,
90040300,"90-04-0300",108,"gavage",28,"A",,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,1,1,1,,,1,1,,,1,1,
90040310,"90-04-0310",109,"drinking water",28,"A",,,2,,,,1,,,,2,,1,,,,,2,,2,,,,1,2,,,,2,,2,,,,,,2,,,,,
90040315,"90-04-0315",411,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,,,,,,
90040321,"90-04-0321",412,"feed",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
90040325,"90-04-0325",352,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,1,,1,,1,,,,1,2,,,,,,,,,,,1,,
