"CAS","Name","study_pk","route","study_duration","reliability","dummy","Jahr","adrenal.gland","Adrenal.gland_Weight.increased","bladder","body.weight","Body.weight.decreased","body.weight.gain.decreased","bone","bone.marrow","brain","ClinChem_Hepatotox","ClinChem_Nephrotox","CNS","female.reproductive.organ","haematology","haematopoiesis","heart","intestine","kidney","Kidney_degeneration","Kidney_Inflammation.Regeneration","Kidney_rat_specific_nephropathy","kidney_weight_increased","liver","Liver_Degeneration","Liver_hypertrophy","liver_inflammation..regeneration","Liver_weight_increased","male.accessory.gland","male.reproductive.organ","male.reproductive.organ_degeneration","RBC","RBC_Erythrocytes","RBC_haematocrit","RBC_Haemoglobin","spleen","thymus","thyroid.gland","WBC","WBC_leucocytes","WBC_lymphocytes"
90060244,"90-06-0244",511,"gavage",28,"B",,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
90060249,"90-06-0249",524,"gavage",28,"A",,,,,,,,1,,,1,,1,,,1,,,,1,,,,1,1,,,,,,1,,2,,,2,,,,,,
90070011,"90-07-0011",613,"gavage",28,"A",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91010159,"91-01-0159",525,"gavage",90,"A",,1981,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91040391,"91-04-0391",426,"gavage",28,"A",,,2,1,,,,2,,,,2,2,,1,,,,,,,,,,,,,,1,2,,,2,2,,2,,1,1,,,
91040393,"91-04-0393",164,"gavage",28,"A",,,,,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,
91040395,"91-04-0395",427,"gavage",28,"A",,,,2,,,,,,,,,,2,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,
91040404,"91-04-0404",172,"gavage",28,"A",,1981,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
91040404,"91-04-0404",173,"gavage",90,"A",,1981,,,,,1,1,1,,1,,,,1,1,,,1,,,,,1,1,,,,,,,1,,,,,1,1,,1,1,
91040405,"91-04-0405",309,"gavage",28,"A",,1981,,,,,,,,,,,,2,,1,1,,,2,,,,1,1,,,,1,,,,1,2,,1,1,,,1,1,
91040411,"91-04-0411",218,"feed",90,"A",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91040415,"91-04-0415",215,"feed",28,"A",,,,,,,,2,,,,2,,2,2,,,2,,,,,,,,,,,,,,,,,,,2,2,,,,
91040418,"91-04-0418",216,"gavage",28,"A",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91060271,"91-06-0271",512,"gavage",28,"A",,,2,,,,2,,,,,,2,1,,,,,,,,,,,,,,2,2,,2,,2,,,2,2,2,2,2,,
91060277,"91-06-0277",527,"gavage",28,"A",,,,,,,,1,,,,,,1,,1,,,2,1,1,,,2,2,1,,2,2,,,,,,,,2,2,,1,1,
91070023,"91-07-0023",615,"gavage",28,"A",,,,,,,,,,,,,2,1,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,
92030210,"92-03-0210",530,"gavage",28,"A",,,,,,,,2,,,,,,,,,2,2,,,,,,1,,,1,,1,,,,2,,,,,,,,,
92040442,"92-04-0442",338,"oral unspecified",28,"A",,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,,
92040443,"92-04-0443",397,"gavage",90,"A",,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
92040450,"92-04-0450",339,"feed",28,"A",,,,,,,,,,,,1,1,,,2,1,,,,,,,,,1,,1,1,,,,1,1,,1,,,,1,2,
92040454,"92-04-0454",425,"gavage",28,"A",,,,,,,,2,,,,,2,,,,,,,,,,,2,,,,,,,2,,2,,,2,,,2,,,
92040457,"92-04-0457",355,"gavage",28,"A",,1981,,2,,,,2,,,,2,,,,,,,,,,,,,,2,1,2,2,,,,,,,2,,,,2,,
92040457,"92-04-0457",356,"gavage",90,"A",,1998,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
92040460,"92-04-0460",431,"gavage",28,"A",,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
92040463,"92-04-0463",340,"gavage",28,"A",,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,2,,1,,,,2,,,2,,,,,,
92040476,"92-04-0476",428,"gavage",28,"A",,,,1,1,,1,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,1,
92040480,"92-04-0480",39,"gavage",28,"A",,,,,,,,,,,,,2,,,2,,,,,,,,1,,,,,2,,,,,,,1,,,,,,
92040489,"92-04-0489",395,"gavage",28,"A",,,,1,,,1,1,,,,,1,1,,,,,,,,,,2,,1,,1,1,,2,,2,,,,,1,,1,,
92040505,"92-04-0505",241,"gavage",28,"A",,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,
92040508,"92-04-0508",116,"gavage",28,"A",,,1,1,,,,1,,,,1,,,,,,,1,1,1,,,1,1,1,2,,1,,1,,,,,,1,1,,1,,
92050175,"92-05-0175",531,"gavage",28,"A",,1981,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
92060397,"92-06-0397",533,"gavage",28,"A",,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
92060399,"92-06-0399",534,"gavage",28,"A",,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,2,2,,,,,,,,,,
92060400,"92-06-0400",535,"gavage",28,"A",,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
92060413,"92-06-0413",536,"gavage",28,"A",,1995,,1,,2,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,
92060418,"92-06-0418",538,"gavage",28,"A",,1981,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92060418,"92-06-0418",539,"gavage",90,"A",,1981,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,
93020129,"93-02-0129",541,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
93020131,"93-02-0131",542,"feed",90,"A",,1981,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93040529,"93-04-0529",384,"gavage",28,"B",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
93040530,"93-04-0530",424,"gavage",28,"A",,,,1,,,,,,,,1,,1,1,1,,,1,,,,,,1,1,1,1,,,,,,1,,,,1,,1,1,
93040543,"93-04-0543",223,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
93040554,"93-04-0554",430,"gavage",30,"A",,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,2,2,,,,,,,1,
93040558,"93-04-0558",221,"gavage",28,"A",,1981,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,2,,
93040558,"93-04-0558",222,"gavage",90,"A",,1981,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,1,,,
93040560,"93-04-0560",212,"gavage",90,"A",,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,1,,,,,1,1,,,,2,,,
93040561,"93-04-0561",347,"gavage",28,"A",,,,,,,,,,,,,,2,,1,,,,,,,,,1,,,,,,,,2,,,2,,,,,1,
93040563,"93-04-0563",119,"feed",28,"A",,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
93040593,"93-04-0593",120,"gavage",28,"B",,1981,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,
93040596,"93-04-0596",224,"gavage",28,"A",,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
93040598,"93-04-0598",276,"feed",28,"A",,,2,,,,2,2,,,,,2,2,,,,2,,2,2,2,,,2,,,,,,,,2,,,2,2,,,2,,
93040629,"93-04-0629",264,"gavage",28,"A",,,,,,,,2,,,,,,2,,2,,,,,,,,,,,,,,,,,2,2,,,,,,2,2,
93040632,"93-04-0632",346,"gavage",28,"A",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,
93040634,"93-04-0634",73,"gavage",28,"A",,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,1,,
93040641,"93-04-0641",390,"gavage",90,"A",,,,,,,,1,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,
93040644,"93-04-0644",364,"gavage",28,"A",,,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,
93040646,"93-04-0646",429,"feed",90,"A",,,1,,,1,,,,,1,,1,,,1,,1,,2,,,,1,,,1,,1,,,,1,1,,1,1,,,,1,
93050220,"93-05-0220",547,"gavage",28,"A",,1981,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93050238,"93-05-0238",550,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,
93060482,"93-06-0482",551,"feed",90,"A",,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,
93060534,"93-06-0534",554,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
93060539,"93-06-0539",556,"gavage",28,"A",,,,,2,,,,,,,,2,,2,,,,,2,1,2,2,2,,,,,2,,,,2,2,,2,2,,,2,,
93060543,"93-06-0543",557,"gavage",28,"A",,1981,,,,,,2,,,,2,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,
93060552,"93-06-0552",558,"gavage",28,"A",,1995,,,,,,,,,,2,,,,,,,,,,,,,2,,,2,1,,,,,,,,,,,2,,
93060554,"93-06-0554",559,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
94010311,"94-01-0311",900,"oral unspecified",28,"B",,1981,1,,,,,,,,,,,1,,,1,,,,,,,,1,1,1,,1,,,,1,,,1,,,,,,
94010319,"94-01-0319",850,"gavage",28,"A",,1981,,,,,1,,2,,,1,,1,,1,1,,,,,,,,,,1,,1,,,,1,1,,1,,,,,,
94010341,"94-01-0341",854,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
94020140,"94-02-0140",561,"gavage",28,"A",,1981,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
94020153,"94-02-0153",563,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
94030282,"94-03-0282",564,"gavage",28,"A",,1981,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
94040659,"94-04-0659",176,"gavage",28,"A",,1981,,2,,,,1,,,,,,2,,2,,,2,,,,,2,,2,,,1,,,,2,,,2,,,,,2,
94040660,"94-04-0660",354,"gavage",28,"A",,,,2,,,,,,,,,,,,1,2,,,1,1,1,,2,,,1,,2,,,,1,1,,1,2,,,1,,
94040664,"94-04-0664",66,"gavage",28,"A",,,,,,,,1,,,,,2,1,,,,2,,,2,,,2,,,,,2,,,,,,,,,,,,,
94040680,"94-04-0680",255,"gavage",90,"A",,1981,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,2,,,,,
94040681,"94-04-0681",249,"gavage",28,"A",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94040687,"94-04-0687",128,"gavage",28,"A",,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,1,,,,1,,1,1,,,,,,
94040695,"94-04-0695",144,"inhalation",28,"A",,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
94040695,"94-04-0695",145,"feed",90,"A",,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,
94050242,"94-05-0242",566,"gavage",28,"A",,,,,,,,2,,,,,2,1,,2,,,,1,,2,,2,2,,,,2,,,,2,1,2,1,2,,,2,2,
94060568,"94-06-0568",619,"gavage",28,"A",,1981,,2,,,,2,,,,1,2,,,2,,,,,,,,2,,,2,,2,,,,,,,,,,,2,,
94060572,"94-06-0572",620,"gavage",28,"A",,1995,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
94060581,"94-06-0581",621,"gavage",28,"A",,1995,,,,,2,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,
94060587,"94-06-0587",622,"gavage",28,"A",,1981,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,,,,,,,,
94060592,"94-06-0592",624,"gavage",28,"A",,1981,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,1,,,1,1,,,,,
94060612,"94-06-0612",627,"feed",90,"A",,1998,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
94060616,"94-06-0616",628,"feed",28,"A",,1995,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
94060623,"94-06-0623",629,"gavage",28,"A",,1981,2,,2,,2,2,,,,2,2,2,,2,,,,2,,2,,2,2,2,1,2,2,2,2,2,2,,,2,2,,,2,2,
94060655,"94-06-0655",633,"gavage",28,"A",,1981,,1,,,1,1,,,,,1,1,,1,,,1,1,,1,,1,,,,,1,,1,1,,,,,1,1,,1,1,
94070057,"94-07-0057",635,"gavage",28,"A",,1981,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,
95010349,"95-01-0349",855,"gavage",30,"A",,,,2,,,,2,,2,,2,2,,2,2,,,2,2,,1,,,1,2,,2,1,1,,1,2,2,,2,2,,1,1,2,
95010351,"95-01-0351",856,"gavage",28,"A",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95010352,"95-01-0352",857,"gavage",28,"A",,,1,1,,,,1,,,,1,1,,1,1,,1,,1,,1,,,,,1,,1,,,,1,,,1,1,,1,1,1,
95010365,"95-01-0365",861,"oral unspecified",28,"A",,,,2,,,,1,,,,2,1,,,,2,,,,,,,1,,2,2,,1,,2,2,1,,,1,,,,,,
95010375,"95-01-0375",863,"gavage",28,"A",,1981,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,
95020152,"95-02-0152",636,"gavage",28,"A",,1981,,,,,,,,,2,,,2,,2,,,2,,,,,,2,,,,,,,,,2,2,2,2,,,2,2,
95030312,"95-03-0312",642,"gavage",28,"A",,1981,2,2,,,,,,,,,,2,,2,,,,,,,,2,,,,,2,,,,,,,,2,,,,2,
95030322,"95-03-0322",645,"gavage",28,"A",,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,2,,,2,,,,,,
95040733,"95-04-0733",174,"gavage",28,"A",,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,
95040735,"95-04-0735",366,"gavage",28,"A",,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,2,1,,,,,,,2,
95040745,"95-04-0745",350,"gavage",28,"A",,1981,,,,,2,,,,,,,2,,,,,1,,,,,1,2,1,1,1,1,,,,,,,,,1,,1,,
95040746,"95-04-0746",130,"gavage",28,"A",,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
95040749,"95-04-0749",365,"feed",28,"A",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95040760,"95-04-0760",228,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,
95040763,"95-04-0763",132,"gavage",28,"A",,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,2,,,,,1,,,,2,,,2,,
95040766,"95-04-0766",358,"feed",90,"A",,,,,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,
95040780,"95-04-0780",233,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
95040786,"95-04-0786",394,"gavage",28,"A",,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,
95060661,"95-06-0661",648,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
95060662,"95-06-0662",649,"gavage",28,"A",,1981,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,
95060667,"95-06-0667",651,"gavage",28,"A",,1981,,2,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,
95060685,"95-06-0685",653,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
95060701,"95-06-0701",655,"gavage",28,"A",,1995,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
95060707,"95-06-0707",656,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
95060709,"95-06-0709",657,"gavage",28,"A",,1981,,,,,1,,,,,,1,,,,,,1,1,,,,2,1,,1,,2,,,,,,,,2,,,,,
95060725,"95-06-0725",659,"gavage",28,"A",,1981,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,1,,,,,,,,1,,,1,1,
95060758,"95-06-0758",664,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,,
95070064,"95-07-0064",665,"gavage",28,"A",,1981,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,
95070066,"95-07-0066",666,"gavage",28,"A",,1981,,,,,,,,,,1,1,,,2,,,,,,,,2,,,,,2,,,,2,,,2,,,,,,
95070067,"95-07-0067",667,"gavage",28,"A",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95070078,"95-07-0078",669,"gavage",28,"A",,1981,,,,,,,,,,1,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
95150005,"95-15-0005",671,"gavage",28,"A",,1981,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96010384,"96-01-0384",864,"gavage",90,"A",,1981,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96010391,"96-01-0391",867,"gavage",28,"A",,1981,,2,,,,,,,,,,,,,,,,1,,,,2,,2,2,,2,,,,,,,,1,,,,,
96010394,"96-01-0394",868,"gavage",28,"A",,1981,,2,,,2,,,,,2,2,2,,2,2,,,2,2,2,,2,,,,,2,,2,,2,,,2,2,,,2,2,
96010404,"96-01-0404",870,"gavage",28,"A",,1981,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
96010420,"96-01-0420",874,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,,,,,2,,,,,2,,,,,,,,,,2,,,
96030330,"96-03-0330",677,"gavage",28,"A",,,,,,,,2,,,,,2,1,,2,,,,2,,,,,2,1,,,2,,,,2,2,,2,2,,,2,,
96030345,"96-03-0345",678,"gavage",28,"A",,1981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96030346,"96-03-0346",679,"feed",28,"A",,1981,,,,,1,,,,,1,,,,2,,,1,,,,,,1,1,,,,,,,1,,,,1,,,,,
96030358,"96-03-0358",681,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
96040821,"96-04-0821",186,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,
96040850,"96-04-0850",367,"gavage",28,"A",,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,,
96040857,"96-04-0857",67,"gavage",28,"A",,,,2,,,,2,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,
96040874,"96-04-0874",187,"gavage",28,"A",,,,,,,,,,,,,2,,,2,,,,1,,2,,2,2,,2,2,2,,,,,,,,,,,2,,
96040881,"96-04-0881",420,"gavage",28,"A",,1981,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96040885,"96-04-0885",184,"gavage",28,"A",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
96040894,"96-04-0894",188,"gavage",28,"A",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96040902,"96-04-0902",68,"gavage",28,"A",,,,,,,1,,,,,,,,,2,,,,2,,,,,,,,,,1,1,1,1,,,1,2,,,,,
96060781,"96-06-0781",688,"gavage",28,"A",,1981,1,,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,1,,
96060795,"96-06-0795",692,"gavage",28,"A",,1981,,,,1,,1,,,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,
96060800,"96-06-0800",693,"gavage",28,"A",,1981,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,
96060818,"96-06-0818",694,"gavage",28,"A",,1981,,,,,,2,,,,,1,2,2,2,,,2,2,,,,,2,2,,,,,2,,2,,,,2,2,,2,2,
96060830,"96-06-0830",695,"gavage",28,"A",,1981,,,,,,1,,,,,,,2,2,,,,,,,,,,,,,,2,2,2,1,,,2,,,,2,1,
96060841,"96-06-0841",697,"gavage",28,"A",,1981,,,,,2,,,,,,,2,,2,,,,,,,,,,,2,1,1,,,,2,,,2,,,,2,2,
96060842,"96-06-0842",698,"gavage",28,"A",,1981,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
96060845,"96-06-0845",699,"gavage",28,"A",,1981,,1,,,,,,,2,,1,2,1,,,,,,1,,,2,,,,,2,,1,1,,,,,2,2,,,,
96060859,"96-06-0859",702,"gavage",28,"A",,1981,2,,,,,2,,,,,,,,,,,,,,,,2,,,,,2,,,,2,,,,,,,,,
96060872,"96-06-0872",704,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,
96060876,"96-06-0876",705,"gavage",28,"A",,1981,,,,,,1,,,,,1,,,2,,,,2,,2,,,,,,,,,,,,,,,,,,2,,
96070087,"96-07-0087",710,"gavage",28,"A",,1981,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,2,2,,,,,,,,2,2,
96070088,"96-07-0088",711,"gavage",28,"A",,1981,,,,,2,1,,,,,2,,,2,,,,,,,1,2,,,,,,,,,2,,,,,,,,2,
96070090,"96-07-0090",712,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,
96070096,"96-07-0096",714,"gavage",28,"A",,1981,,,,,,,,,,,,2,,,,,,2,2,,2,,,,,,,,,,2,,,2,,,,,,
96070101,"96-07-0101",715,"gavage",28,"A",,1981,2,,,,2,,,,,,2,,,,2,,,,2,2,,1,,2,2,,1,,,,,,,,,,,2,,
96110124,"96-11-0124",716,"gavage",28,"A",,,,,,2,,,,2,,,2,,,2,2,,,1,1,2,,2,,,,,,,,,2,2,,,2,,,2,2,
96110130,"96-11-0130",717,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,1,2,,,,,,,,,,,1,,
96140012,"96-14-0012",719,"gavage",28,"A",,1981,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,2,,,2,,,,,,
97010449,"97-01-0449",879,"gavage",28,"A",,,1,1,,,,1,,,,1,1,,,2,,,,1,,,,,,,1,,1,,,,,,,,2,,,2,2,
97010463,"97-01-0463",882,"gavage",28,"A",,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
97010476,"97-01-0476",884,"gavage",28,"A",,1981,,,,,,,,,,,,1,,,,,,1,,,,,2,,,,1,,,,,,,,,,,,,
97010478,"97-01-0478",885,"gavage",28,"A",,1981,,,,,,,,,,2,2,,,2,,,,,,,,,,,,,2,,,,2,,,,,,,2,2,
97010499,"97-01-0499",887,"gavage",28,"A",,1981,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97020200,"97-02-0200",724,"gavage",28,"A",,1981,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,
97030383,"97-03-0383",729,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,
97030403,"97-03-0403",732,"gavage",28,"A",,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,
97040917,"97-04-0917",296,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
97040925,"97-04-0925",169,"gavage",28,"A",,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
97040927,"97-04-0927",360,"gavage",28,"A",,,,,,,,,,,,,,,,,,2,,,,,,1,,,,2,,,,,,,,,,,,2,,
97040931,"97-04-0931",333,"gavage",28,"A",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
97040934,"97-04-0934",383,"gavage",28,"A",,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,1,,
97040939,"97-04-0939",71,"feed",90,"A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
97040952,"97-04-0952",181,"gavage",28,"A",,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,,
97040958,"97-04-0958",191,"gavage",28,"A",,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
97040981,"97-04-0981",359,"gavage",28,"A",,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,1,,,2,1,,,1,1,,1,1,,
97040995,"97-04-0995",345,"gavage",28,"A",,,2,1,,,,2,,,,2,1,,1,,,,,,,,,,,,,,1,2,,,2,,,2,,,1,,,
97040999,"97-04-0999",236,"gavage",28,"A",,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97041007,"97-04-1007",361,"gavage",28,"A",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97050280,"97-05-0280",733,"gavage",28,"A",,1981,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
97050289,"97-05-0289",737,"feed",28,"A",,1981,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
97050293,"97-05-0293",738,"gavage",28,"A",,1981,,1,,,,1,,,,,,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
97060897,"97-06-0897",740,"gavage",90,"A",,1981,,,,,,,,,,,,2,,2,,,,2,,1,,2,,,,2,2,,,,,,,,,,,1,2,
97060905,"97-06-0905",742,"gavage",28,"A",,1995,,,,,,1,,,,,1,1,,,,,,1,,1,,1,,,1,1,1,,,,2,,,,,,,1,,
97060909,"97-06-0909",743,"gavage",28,"A",,1981,,,,,,,,,,,,1,,,,,,,,1,,2,,,2,,1,,,,,,,,,,,1,,
97060912,"97-06-0912",745,"gavage",28,"A",,,,,,,,,,,,1,,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,2,,
